text,original_label,predicted_label
"주로 사람 찾는 일입니다. 공인된 업체고, 표창도 많이 받았구요.. ",2,0
나야 대번에 알아봤지! ,2,1
아무튼 감사합니다... 안 그래도 실적 땜에 스트레스였는데..,2,0
"암튼, 잘 생각했어! 요즘 같은 때는 자기 경력을 살리는 일이 좋아요! 대기업 다녀도 나이 사십이면 나갈 준비한다잖아!",2,1
아파트 중도금 때문에...,2,0
"어이고~ 자수성가했네, 총각이. ",2,1
뭐 대강 과정이 이래요... 밥상 다 차려 놨으니 중간에 흘리거나 재채기만 안하면 되는 거지. 킬킬,2,0
그냥 티비나 볼래요...,2,0
좀 늦을 거예요...,2,0
그때 제대로 못 끝냈으니까 그렇지...,2,0
지피에스를 달라는 건 이번 작전에 어쭙잖게 끼지 말란 뜻이야.. 말 안 들으면 너 하나 감방에 쳐 넣을 구실은 많아…,2,0
일부러 꿔준다고도 하잖아. 이자받아 먹으려고. 쯧쯔.,2,1
인라인 스케이트 타다가..,2,0
"이딴.. 연습생은 끊긴지 오래고, 팔리지는 않고.. 관장님한테 빌렸어.",2,0
아니.. 뭐.. 싸가지가 없다든지... 마약을 한다든지..,2,0
쉴 때도 공부를 해야지. 공부를.,2,1
"걱정 마세요, 이 인간한테 딱 어울리는 광고니까요",2,1
3년이요. 정확히 2년 9개월..,2,0
참나...코만 드렁드렁 잘 골더만......,2,0
그래도.. 주방장님 손가락은 아니라서..,2,0
그니까 국보는 원래 가려주고 숨겨줘야 신비한 거라니까..,2,0
지금까진 젠틀맨다운 모습은 많이 보여 주셨잖아요... 오늘이 절호의 찬스에요. 강하게 나가보세요. 남자답게...     ,2,0
누구....,2,0
"주방에 화로가 몇 갠지 아세요? 화로는 많은데 환풍 시설은 미흡하고. 환기가 되지 않으니까 손님들한테 계속 컴플레인 들어오고. 처음부터 주방을 배려한 설계가 아니었어요! 이틀만 주세요. 그럼, 제대로 공사할게요.",2,0
괜찮을 겁니다.... ,2,0
크리스마스 날에 겨우살이 밑에선 상대가 누구든 키스해야 된대요. 크리스마스 날에 겨우살이 밑에선 상대가 누구든 키스해야 된대요.,2,0
작년에 상가 공간 늘린다고 기둥에 있던 배관을 외벽으로 뺏잖아요. 외벽으로 나간 배관이 얼었을 거예요. 물이 외벽에서 막혀버렸겠죠.   ,2,0
준비하라는 파티나 준비할 것이지… 쓸데없는 짓..,2,0
스프링클러 배관 공사 다시 할 때까지 일단 61층에서 75층 사이에 소화기 설치를 더 늘려야 합니다.    ,2,1
최대한 빨리 건물에서 빠져 나오세요!! ,2,1
알겠어요!!!,2,1
헬기가 건물에 충돌했어요! 사람들 빨리 대피시켜요!!!,2,1
빨리 대피시켜야 돼요! 빨리요!!,2,1
15분이면 너무 늦어... 너무... ,2,0
C코어 엘리베이터가 불이 붙은 채로 46층에 추락했답니다. 불붙은 엘리베이터가 화재를 가속시키고 있습니다. ,2,0
끄으응…,2,1
발화점 근처뿐만 아니라… 현재로선.... 이 빌딩 어느 곳도 안전한 곳은 없다고 봐야 합니다.,2,0
그나마 소방관들이 발화점을 잡지 못했다면... 빨간불이 지금의 2배는 족히 넘었을 겁니다.,2,0
안됩니다! 아직 빠져 나오지 못한 사람들이 많습니다. ,2,1
일가족 4명이 72층 아파트에 고립되어 있답니다!!,2,1
고립된 사람들이 한둘이겠어?!!,2,1
고강도 콘크리트라 일반 콘크리트보다 폭렬현상이 빠를 겁니다. 현재 화재 상황이면 1시간 안에 붕괴될 가능성이 있습니다.,2,0
아직 60층에서 70층 사이 요구조자들이 있습니다.,2,1
물탱크를 못 열면 어차피 모두 죽어!!,2,1
"모두 데려가고 싶지만, 희망자들만 데리고...",2,0
지금은 지하라면 구조하기 힘들어. 돌아가..,2,0
맞아요!!! 주차장 옆으로 배수로가 있어요.,2,1
사람들이 기다려! 어서!!! ,2,1
작전 중에 예상치 못한 불상사가 생겨서,2,0
좀 더 타이트한 밀착 감시로 ,2,1
"그게 아니라, 그냥 궁금해서...아",2,0
조국의 부름에 ,2,1
그럼 우리가 처음으로,2,0
이건 직업이 아냐 인마. 사명이지.,2,1
차에서 구조할 때부터 의식이 없었다고 합니다!,2,1
시간이 없어! 빨리 수술실로 옮겨!,2,1
나도 나를 모르는데... 무슨 소개를 하나.. ,2,0
네가 입시 스트레스가 엄청난 모양이구나...,2,0
괜히 시간 때우지 말고 퇴근 하세요,2,0
유치원에 엄마아빠 이혼한 애들이 얼마나 많은데.. 왜 몰라?,2,0
소원대로 어떻게든 12시까지 법원 가서 이혼 도장 꼬옥 찍을 테니까 걱정하지 말아요!,2,1
애기 엄마잖아..,2,0
그게…,2,1
아니. 미안하다는 말이지.. ,2,0
님이 들어갔던 사람들.. 모두 그 자리에 있었어..,2,0
떨지 말고 잘 불러라... 말짱 도루묵 만들지 말고.,2,0
명색이 구미호가 학교에서 학생들 놀래키고 햄버거 훔쳐먹고 깡통이나 뒤지고 다니고. 창피하지도 않아요?,2,0
당신에게는 빨간병과 파란병이 있어요. 당신이 빨간병을 마시면 여기 남아서 인간이되는 길을 택하는 거고. 파란병을 마시면 삼신각으로 돌아가는 거예요. 시간이 필요하면 여기서 지내면서 생각해봐요.,2,0
이 상태에서 무리하게 되면 액션은 커녕 걷지도 못하게 됩니다.,2,0
아가씨가 한우 맛을 아네. 연하고 야들야들해서 맛있죠? 지리산 청정한우예요. 그런데 계산하실 돈은 있죠?,2,0
그새 또 번개처럼 여자친구 생겼나봐요.,2,1
저기가 창고로 쓰던 데라 생활하는데 불편한 것인지 혹시 무슨 문제가 있어서 그러는 건가?,2,0
영화에 집중하고 싶어서 그럽니다. 여기서 지내면 틈나는 대로 연습을 할 수 있을 것 같아서요.,2,1
그렇지. 그리고 가끔 교수님이 누가 한번 얘기해 보겠나 그러잖아. 그러면 절대로 눈이 마주쳐서는 안돼.,2,0
생각보다 허술해요,0,1
2kg 구매했는데 딱 한마리만 크고 나머지는 잘잘해요 쪄서 먹으려고 했는데 먹을 살이 없네요 게탕으로 끓여서 먹었네요 시켜보고 재구매하려고 조금만 일단 샀는데 조금 구매하기 잘 한것같아요 비추예요,0,1
배송이 25일정도 걸렸고 흠집이많네요 다시는 이용안해요~,0,1
아기가너무너무좋아해요,0,1
기계는 만족 배송은 반품하고싶은 맘,0,1
집 분위기가 확 사네요~,0,1
사용해보니 생각보다 너무 좁고 앞으로 튀어나와서 다른 용도로 쓰고 있어요.,0,2
배송 준비가 늦네요 물건은 아직 안 써봐서!!,0,1
함내용물 한복집에서 함포장하면서 살려면 10마넌 줘야된다길래 미리사서 갑니다. 사실 이가격도 싸지 않은데 너무 거품이 심하네요! 결혼하는게 죈가봅니다.,0,1
케이스 혼환 안되는게 많습니다 잘 확인하고 구매해야 합니다 두개 구매했는데 하나도 못씀,0,1
"여름이라는 점을 감안하긴했는데, 다른 분들 리뷰처럼 꽃이 너무 시들었어요, 특히 데이지꽃처럼 생긴 꽃들은 거의 고개를 들지도 못할정도로 시들고 ... 택배로 꽃 많이 주문해봤는데, 가장 상태가 안좋았습니다.",0,2
모서리가 깨져서 왔네요. 짧게쓰려고 산거라 그냥 씁니다.,0,2
배송도 신경써주셔서 잘 왔어요 100개 시켜서 5/19에 왔는데 유통기한이 6/5일입니다. 집에서 욕 오지게 먹었습니다. 유통기한도 안보고 사냐고요. 50개를 혼자서 2주안에 먹을려면 하루4게씩 먹어야되요. 반품하라고 하는데 말렸네요,0,1
아직 많이는 안해봣는데 생각보다 머리끝이 부드럽게 펴지지 않ㄴ네요,0,1
옆부분이 넓어서 골반 다리움직임이 불편해요. 전 55사이즈라 프리사이즈 주문한건데 작은느낌이에요.,0,2
반건조오징어가 이렇게 물이 있는건 처음이네요 물오징어 하루정도 밖에두면 이렇게 될거 같네요 후기좋아 재구매했는데 의외네요 잘 되실수록 신경좀쓰셔야 할거같네요 오징어가 다 붙어서 잘 떨어지질 않네요 실망 입니다,0,1
지퍼 옆 박음질이약해서 튿어지려고 해요! 쇼파원단도 가격대비 너무 얇고 별로에요ㅠ9개나 샀는데ㅠㅠ,0,1
조수석안지워짐요 얼룩얼룩,0,1
좋은걸로샀는데 화질이별로입니다,0,1
매우불만족.구매의사없음.,0,2
재구매 제품중에 현재 불량품이 한개 있습니다. 상한거지,0,1
좋네요 배송도빠르고,0,1
택배는 잘받았는데 box가 찌그러져서 왔네요 포장 box가 작아서 눌리고 했나봐요 못을정도는 아니네요 비싸게 주고 산건데 상태가 안좋아 기분은 별루입니다. 아직 마스크는 사용안해봐서 잘모르겠네요 ㅡ.ㅡ,0,1
싼티나네요괜히샀어요,0,1
냄새가 심해 이거 무슨 냄새?,0,2
안먹네요....생각보다 양이 작아요...,0,2
왜 3개 동시에 구매했는데 2개만 오는건가요?,0,2
물건 빼서 보내주고 다른보상도없고 그냥 많이 주문하시분들은 꼭 뭐 빠진거 없나 확인해보세요,0,1
1+1이벤트 맞아요?!,0,1
높이조절 3단으로 광고보고 샀는데 2단으로 왔음 -_- 귀찮아서 그냥씁니다.,0,1
성인 한사람용 1인용치곤 넘작은듯. 어린이용 이라면 적당할듯.,0,2
상품 자체는 좋은데 개봉품을 보내셨네요. 영 찝찝하지만 귀찮아서 그냥 씁니다.,0,2
평이 좋아서 샀는데 별로네요 인덕션 청소용로 샀는데 잘 안지워져요,0,1
그냥반품할껄,0,1
그냥그래요 한번쓰기정도,0,1
배달이너무엉터리입니다 너무늦고도착도되지안았는데배달완료??,0,2
제입엔 별로였어요ㅠ 아쉽네요.,0,2
/맛이 없어 꿀 7직이 적습니 다.,0,2
전부죽어서왔네요모래도많이나와서그냥버렸어요,0,1
"나무가 곰팡이가 살짝있음. 내가 봤으면 환불인데 와이프가 애들하고 조립해서 그냥 씀. 원목색이어도 마무리가 잘되면, 곰팡이가 쓸일이 없는데 마무리작업도 제대로 안된듯 ...",0,2
신발정리하기좋킨한데부실해요,0,1
그냥 딱 990원느낌이에요ㅔ,0,1
원하는 스티커를 구매하기 위해 기본 스티커를 구매했네요.. 배보다 배꼽이 더 큰 것 같앙 >.<,0,1
서랍에 끼우는 부분이 조금 더 길었으몀 좋겠어요 휴지거는 길이에 비해 서랍에 끼우는 부분이 터무니없이 짧아요,0,1
야ㅑ어뉴도더넌ㅍ여여늉어 오어어어더ㅠ오야노듀오야넏듀오여ㅠ육오ㅗ여너듀ㅠ오오뎌ㅕ듀도여뎌듕여댜동호여뎌도유여ㅕ어유유여ㅗ오여옹,0,1
파손되고 더러운 상태네요. 교환하기 귀찮아서 그냥 씁니다.,0,2
배송이 완전 느려서 다음엔 여기서 절대 안시키겠습니다.,0,2
침대는좋은데 배송과정 ㅡ설치 너무 엉망이고 일방통행 입니다 추천안하고싶어요,0,1
재구매 만든 이유가 있음.,0,2
"반품하기 귀찮아서 그냥 쓸거지만, 대놓고 이렇게 망치자국에 녹슬어 있는 재생 럭킹을 보내는 건 아니지 않나요. 다른 분들도 구입 시에 참고하시라고 사진 찍어서 첨부합니다.",0,2
광고처럼 잘 지워지지가 않아요 ㅎ 별로입니다,0,1
들고다니면서 먹는분들은 편하겠지만. 맛으로만보면 돈아까웠어요,0,1
"펜촉 보호용 실리콘은 터치가 잘 안 먹히고, 마그네틱 펜슬보호 실리콘은 착탈이 너무 불편해요ㅠㅠㅠ 한번 씌우면 평생 씌우고 계실분들만 사세요! 시험삼아 끼웠다가 겨우 빼고 5분동안 힘이 빠져서 손을 못썼어요ㅎㅎ 뚜껑은 귀여워요!!!",0,1
좋아요 좋아요~~생각보다 빠르고 아이 태우고 어디든은 아닌데 요즘 같은날씨에 걷지않아도 땀나는 날씨~편하고 좋아요~~근데 좀 오래 달리니 꿍디가 아파요~~~,0,1
가스밸부 이음장치와 맞지않아 설치를 못했습니다.,0,2
칼라별로고 그라하기도불편해요,0,1
생각보다 넘 두꺼우네요.,0,2
그냥그래요.돈아깝고.,0,2
냄새가 너무나서 아직 사용전입니다,0,1
"겜 찾는거 힘들고, 딱 1주일 쓰고 건들지도 않아요.",0,1
싸게 잘 샀어요. 잘 사용할께요.,0,1
싸고좋은제품은 없습니다. 냄새심하고 검은가루 이물질이 붙어있어서 닦는데만 시간 엄청 걸리고 뒷면은 저렇게 핑크 페인트가 묻어있네요,0,1
상품이 터져서 배송되었네요.,0,2
그저 그래요 한마리 잡았네요 ! 1달 사용,0,1
여름에는 못입지만 맘에들어요.,0,2
딱 원하는 사이즈라 만족합니다. 배송비 부분은 좀더 쉽게 볼 수 있게 고지 하셨으면 합니다.,0,1
세탁한번 목늘어나무,0,1
다리부분에 노란색 도색미스 녹색고양이스터커는 뮐까요?,0,2
원목이 꼭 소리가 안나는건 아닌가 봐요.ㅜㅜ,0,1
린넨과 면의 시원한 차이가 없습니다.,0,2
먹어보고 맛있으면 또 올께요,0,1
별루예요.절대루안사요.,0,2
칼이 안갈려요. ㅜㅜ,0,1
먼지닦고 털어내야하는데 안털려요. 관리가 안될거같아서 불편해요.,0,2
"2개 이상 주문시 세이프레시 배송으로 해준다고 해서, 처음 먹어보는 상품을 2개나 주문한 것인데 그냥 일반배송으로 왔네요.",0,2
배송...너무들 하시네요... 너무너무 오래 걸립니다.,0,2
쵸아요쵸앙ㅅ쵸아요요,0,1
홍시가 왔어요. 작년에 몇박스 시켜먹고 올해 또 시켰는데 정말 실망입니다. 바닥에 감이 깨져있어요. 이제 다른곳을 찾아야겠어요.,0,1
터키블루색이라고해서 에메랄드색빛일줄알고 기대했는데ㅜ 하늘색이여서 네이비나 그레이로 교환하고싶었는데 6000원을 더지불해야해서 그냥써요...ㅜㅜ 제목을 하늘색이라 하셔야할듯요!,0,1
실제로 보니 주방에 놓고 쓸 씽크대 같습니다. 각 모서리 마감 부분이 특히나 너무 저렴해 보여요. 급하게 필요해서 배송 빠른거 찾느라 구입했습니다만 가격 대비 거실이나 방에 놓고 쓰기엔 좀 그렇네요.,0,2
재구매 소리는 잘 들리는데 충전이 잘 안되는데 왜그런지 모르겠네요 ㅜ,0,1
실물구매하세요 비추입니다,0,1
터치가 잘안됩니다ㅠㅠ,0,1
좋아요 수고하세ㆍ읔ㅈㄱㅅ,0,1
첨 일주일 빼곤 똑같아요.,0,2
잘고장나네요 ㅠㅠㅠ,0,1
몇번착용하면 원단이 흐물거리겠어요.,0,2
액상분유가 잘 데워지지 않아요 좀 더 사용해볼게요,0,1
뚜껑이 잘 안닫히고 모서리가너무거침,0,1
폭은좁고정사이즈아님,0,1
작동안됩니다,0,1
상판 부셔져서 옴.,0,2
잘 안말라요 얇게 발라도 안말라요,0,1
생각보다 별로에요 ㅠㅠ우유도 잘 세구,0,1
배송기사 교육이 필요하므로 개선시키십시요~~!!,0,1
찢어져서왔네요.,0,2
잘 받았습니다. 문의에 대한 답변 부탁드립니다.,0,2
"배송은 빨랐지만, 끈 길이가 너무 짧아요. 대략15cm정도 되는거 같아요.",0,2
손 소독제가 새서 흘러 나왔어요. 휠터도 물 흡수가 빨라 비말 막을 수 있을지 의문이라 못쓰겠네요,0,1
무겁고 커서 헐떡거려요.,0,2
거치대 편합니다~ 생각보다 힘도 있던대요,0,1
중간연결부위 허술해.,0,2
핸드폰케이스를 빼야만 들어가니 아쉽네요 약간만 더 컸으면 좋을듯합니다,0,1
46000원주고 교환했는데 기장 줄여분다더니 처음 그대로네요,0,1
후기에밀린다고해서 뭐 얼마나 밀리겠어 했는데 잘밀리네요^^ 필기는 모르겠지만 그림그리시는분들 점선을 그리실때 사용하세요,0,1
녹두전으로 아니고 맛사지로 해야겟어요.,0,2
파이프 한쪽이 찌그러져서 망치로 다시 펴서 꽂았습니다.,0,2
배송느림요,0,1
잘 받았어요~~~~~,0,1
뚜껑이 잘 안닫히네요 덜컥거려서 그냥빼고 사용합니다,0,1
다신 이 업체에서 안시킵니다.,0,2
배송이 족나게 느려요 거기다가 배송비는 더 족나게 비싸네요 침대하나 사는데 배송비가 9만원이라니 개어이없네,0,1
생배추가 온 줄 알았습니다.,0,2
꼬리가 잘부러져요.,0,2
슬림 아니네요 펑퍼짐ㅡㅡ신축성도 그닥이고 먼지 잘 달라붙어요,0,1
한달걸려받앗네요,0,1
물 잠깐이면 끝. 빵빵하다던 스팀은 그저그런..,0,2
재구매 토끼가 잘 먹지를 않네요.,0,1
벌써 고장났어요...,0,2
패드‥색깔도 감촉도좋은데ㅠ 사진상으론 침대매트리스를 둘러놔서 크기를 착각‥좀 애매하네요 그냥 깔아놓으면 움직이는데 그렇다고 여름 이불하기에도 작고ㅠㅠ,0,1
보통이네요 마니파솀,0,1
제 생각보다 가슴을 꽉 잡아주진 않아요. 작아보이려고 샀는데 그냥 보통 브라랑 차이없네요. 잘 잡아주긴 하는데 그게 다에요.,0,2
생각보다 조립하기가 너무 힘들었고 등받이 부분이 너무 의자쿠션쪽으로 튀어나와있어 의자쿠션의 3분의1을 차지하여 제대로 앉아있을 수 없습니다. 체중이 앞으로 쏠려서 짧게 앉아있을수도 없는 의자라고 생각하기 힘든 제품입니다.,0,2
별로입니다 안 따뜻해요 바닥이 얇아서 그러가요?,0,2
아이가잘안먹네요ㅠㅠ,0,1
흑돼지가 퍽퍽한 살코기여서 제가 선호하는 맛 아니였습니다,0,1
충전이 잘 안되더라고요. 판매자님이 친절하게 다른물건을 보내주셨지만 제꺼랑 안맞는거같아요. 아쉽지만 반품압니다 ㅠ,0,1
돈이 아까울정도!! 너무 맛이 없었어요ㅜㅜ 이걸 돈주고 사다니요ㅠㅠ,0,1
좀 반짝거리는 재질에 매트에 올리니 착 붙지 않고 벙벙뜨는 느낌입니다.,0,2
아기가적응이안되서잘안무네요ㅠㅠ,0,1
조아조아조아조아조아,0,1
"배송 느린건 이해할 수 있는데 찢어진 포장, 반품됐던 상품을 대충 재포장해서 보낸 것 같아 불쾌하네요 아래 리뷰보니 모든 리뷰에 상투적인 답변 써놨던데 이래저래 아쉬움이 큽니다",0,1
진짜 별루예요~ 생각했던거 보다 넘 달아서 먹지를 못해요~ 그리고 포장 상태도 엉망이고~ 다시는 안먹을꺼 같네요~,0,1
향이생각보다별로네요ㅜㅠ,0,1
훠궈 안먹어봐서 시켜봤는데.. 팔각때문에 죽을뻔... 향신료 좋아하는분들은 좋아할듯해요 그러나 쉽게 도전해서는 안될 맛이네요 고소한 맛일거라 생각했는데 착각했네요 ~ 중국당면 엄청 좋아하는데.. 중국 당면이나 구매해야겠네요 많이 파세여 ~^^,0,1
가격대비 괜찮아요 쫌~~골라내야 하는 것들은 있지만,0,1
사진이랑 졸다름,0,1
좋아여조아조아르ㅜㄴㄴㆍㄱㄷㅇ조아셔,0,1
물건은 좋은데 배송이 엉망임.,0,2
받긴 잘 받았는데 은행이 안싱싱한거 같아요 쭈글쭈글 노래요,0,1
다터져서 왔네요,0,1
분무기가 개같아서 못쓰겠어요 뭔 한번쓰고 또 쓰려니 분사가 안됨 아주 개같아요! 미끄럼방지 자주밟는 곳이면 금방 풀어짐,0,1
제품은 만족하는데 배송이 최악였어여~,0,1
한달동안 모기는 한마리도 안잡히구 램프불은 들어오지도 않습니다 전 환불요청한 상태입니다.,0,2
추석배송이 겹치더라도 배송이 너무 느리네요 추석지나고 구매한 다른 제품이 2일이나 빨리왔으면 말 다했죠 제품은 아직 설치 전인데 아이디어 상품이라 좋은 것 같네요,0,1
완전 싸구려!,0,2
비싸네요..,0,2
뚜껑이 잘 안닫히니 불편,0,1
안이뻐요 사진빨별로임,0,1
색상도 칙칙하고 너무 뭉퉁해요.,0,2
상푸믄 괜찮으나 배송이 너무엉망이었습니다.,0,2
양이 너무 적어요 밖에서 사먹는게 더 쌀듯,0,1
제 입맛에는 별로였습니다.,0,2
피스두개 없어여,0,1
잘사용하겠습니다. 잘사용하겠습니다. 잘사용하겠습니다.,0,2
재구매 배송이 너무 느려요.,0,2
가격에비해 제품이 너무 약하고 허접해요 참돈벌기 너무 쉽게 생각하는거아녀요?,0,2
"싼타페 더스탈에는 잘 맞지 않네요,. 어두워요",0,1
우리 아이 기호에는 안맞나봐요 사료도 조금 큰편이라 더 안먹네요 ㅠ,0,1
발아픔 ...,0,2
진짜 비려요 정말요 ㅠ,0,1
길이가달라요.,0,2
잘 안집히고 별로예요 돈을 더주더라도 좋은 제품이 있었으면 해요,0,1
매듭 하기는 편하고 좋은데 매듭부위가 너무 잘 터지네요 이유가 뭔지 모르셌네요,0,1
잘안불어지네요 ㅡㅡ,0,1
정사이즈보다 좀 작게 만들어진 것 같아요. 한 치수 또는 두 치수 정도 크게 신어야 편할 것 같습니다.,0,2
착용가그립감좋지만 .손목부분 찍찍이가 약해서 금방 헐거워집니다.,0,2
팬티 상세컷이랑 다른데요 배덮는기장인데?,0,2
제품 엉뚱한주소로 배송해서기다리는데 아직 제품받지도 않았는데 구매확정이라니요,0,1
배송2주넘게걸림,0,1
생후 50일되는 아가한테는 아직 커서 더 크면 써야겠어여,0,1
링귀걸이 한쪽을 잃어버려서 찾다가 구입했는데.. 넘 작고 약하네요! 자은것을 좋아함에도.. 그래도 잘 사용할게요,0,1
생각보다 넘 얇아요~~구김도 잘가고 저렴한 가격으로 샀지만 조금 아쉽네요~~~,0,1
티포트 뚜껑이 많이 긁혀있습니다. 사용에는 문제가 없으니 그냥 쓰긴 하지만 기분이 썩 좋진 않네요,0,1
배송은빠른데ㅜ찍찍이고정이잘안됨,0,1
유심 잘되었어요! 감사합니다,0,1
일단 너무 딱딱해서 먹을 수가 없었어요,0,1
별로예요. 고무냄새나고 엄청 미끄러워서 버리려고 내놨어요. 비추~ 타일바닥에선 완전 미끄러워요.,0,1
고무냄새나지만잘닦아서사용중,0,1
이거 무슨 냄새가 이렇게 나나요? 걸었다가 하루만에 떼어서 빨았습니다.,0,2
벽지가생각보다두꺼운편이다,0,1
재구매 많이아쉽네요~~~~,0,1
재구매 20일넘게 기달린 제품 이라,0,1
적당히 오버핏일줄 알았는데 무지 큼~~~ 175/75kg 인데 집에서나 입어야겠음,0,1
기대했던 발아현미가 아니라 5분도미 정도 인 것 같아요.ㅠ,0,1
완전 작아요.245시는 발엔 역부족이네요,0,1
재구매 국내산이 맞나요? 오징어 입이 너무 커요.,0,2
잘안되서 버렸어요...,0,2
수납이 많은데 많이 들어가지 않아요~~ 어깨끈도 불편해요,0,1
너무약하네요휘청걸끈으로감아사용중입니다,0,1
음..일단 싸이즈도 잘못주문해서 바로 교환해주셨고요. 그런데 진짜 고무판입니다. 무겁고요. 매일 허리에 차고다니실 생각이라면 절대 쉽지않을겁니다.,0,2
치약짤때 원래 잘 안짜지나요?ㅜㅜ,0,1
배송이너무느렷지만..마약의자나 다름없음...,0,2
아주 많이 흔들립니다^^,0,1
패드가 자꾸만 밀려서 신경쓰이네요.ㅠ,0,1
생각보다 튼튼하지 않네요~ 몇일전 구매후 금일 비오길래 우산썼는데 살대가 구부러지고 끊어져있네요~,0,1
맛있어요 신선하고 내 지갑도 시원해지고...,0,2
허벅지가넘쫑겨요,0,1
"확인 전화 꼭 한번 하세요. 배송업체가 잊어비려요,",0,2
다크그레이3장샀는데한장만엉덩이부분다른재질로왔어요ㅠㅠ그래도판매자분이빠르고정확한친절한응대로기분이나쁘지않았어요교환이나반품하라고했지만친절응대로기냥입을려고요담에는같은걸로보내주는센쑤~난담에도여기서살래,0,1
생각했던거보다는 별루였어요.너무기대했나봐요.,0,2
꿀에서 쇠냄새가나네요~ 인삼재워놓구남은꿀 물에타먹구 깜놀했네요~ 반품두 못하구ㅠㅠ,0,1
저 이거 먹고 병원 다녀왔어요. ㅠㅠ 상하기 쉬운 상품은 쫌더 꼼꼼하게 포장 해주셨으면 좋겠어요. 포장 상태 아쉬워요.,0,2
"오자마자부터 스크래치랑 얼룩이 있었는데, 점점더 심해져서 못쓰고 있어요~ㅠㅠ",0,1
피부에 촉촉히 스며 든다는 느낌은 덜 한거같네요 트러블은 없고 향은 괜찮아요,0,1
톱으로 자르는 거 너무 힘들구요 자를부분 바닥에 대고 손으로 구부려서 자르는 게 더 편해요 조심은 해야하구요,0,1
아주 별로네요,0,1
배송은 잘왔습니다.,0,2
밑에먼지가많이싸이고 땀납니다,0,1
5월달이 제조 날짜에요. 물론 유통기한은 1년이지만 4달이나 지난 제품이라 맘에 안듭니다. 제조일자표시를 봤더라면 주문안했을듯ㅜㅜ,0,1
충전이잘안돼요ㅡㅡ,0,1
배송 느리고 쿠션감 딱딱합니다.,0,2
네조아요. 필요해서 샀어요,0,1
너무싱겁고맛이없어요ㅠㅠ,0,1
그닥ㅇㅇ 별로요,0,1
그냥저냥 이었어요.,0,2
배송물건 누락,0,1
무거운 밥솥을 뺄때 앞으로 기울어져서 불편합니다.,0,2
너무좋아요근데비싸요,0,1
자꾸떨어져서 그냥버렸어요,0,1
가격대비 양이 너무 작아요 오징어도 그렇고요. 시장갔더니 훨 쌉니다.,0,1
배송이 최악이네요,0,1
생각보다작네용ㅋㅈㅅ,0,1
"퀸, 슈퍼싱글 선택했는데 그냥 더블, 싱글사이즈같이 작습니다. 사이즈가 작아 아쉽습니다.",0,2
진짜별로임,0,1
진짜 샤넬 마드모아젤 향이 너무맘에드는데 가격이비싸 여기제품이 향이 비슷하다고 해서 구입했는데 아주조금 비슷한부분이 있기는한데 달콤한향은 전혀 안나는것 같아요. 그리고1+1광고는 빼셔야겠네요. 재구매시 1+1로 바꾸세요. 말 장난치지 마시구요!,0,1
석유랑 고무냄새 장난 아닙니다. 고생하실분들만 사세요.,0,2
2번이나 파손된거 와서 1점 진짜 별로임 괜히 삿습니다,0,1
안보임.형편없음 이젠 안살거임,0,1
채집통이 결착이 안됩니다.,0,2
다른 곳보다 싼 맛에 구입을 했습니다. 내구성은 별루인 것 같습니다.,0,2
"굴 껍질이 너무 단단하고 신맛만 나네요 ㅠㅠ 귤은 실패안했는데, 첨으로 구매 실패했습니다. 저 한테만 이란 귤 왔는지 맘이 상합니다 ㅠ",0,2
