text,kobert_max_prob,kobert_pred,groq_label,label,timestamp
마뗑킴 티셔츠 3종 따사했어요.. 【브랜드】 마뗑킴 【제품명】 티셔츠 【할인코드】 【가격】 21660원 【주문날짜】 26.4.25 【상품이미지】 【주문날짜 보이게 주문내역첨부】 【주문리뷰+쇼핑팁】 티셔츠 세트 좋은데 ㅋㅋ 마뗑킴은 처음이네요!...,0.534,negative,neutral,2,2026-04-28 16:59:10
저도 마뗑킴 샀어요. 【쇼핑몰】 ㄴㅇㅂ 【브랜드】 마뗑킴 【상품명】 기본티 【가격】 21660 【할인코드】 【주문날짜】 【상품이미지】 【주문서이미지】 당일 주문 날짜가 보이도록 스크린샷 【주문리뷰】 편하게입을려고 크게...,0.5636,negative,neutral,2,2026-04-28 16:59:10
"마뗑킴 스펠 포인트 스트라이프 가디건. 상품 정보 더보기 〉 상품 정보 마뗑킴 스펠 포인트 스트라이프 가디건 110,000원 시세조회 결제 혜택 N KB국민카드 12개월 5% 특별 할부 수수료 페이코 최대 2만원 즉시할인 결제 혜택 받기 〉 상품 상태 새상품...",0.6796,neutral,neutral,2,2026-04-28 16:59:10
네이버스토어 마뗑킴 티셔츠 샀어요. 【쇼핑몰】 네이버스토어 【브랜드】 마뗑킴 【제품명】 스몰로고 티셔츠 【할인코드】 오른쪽클릭 【가격】 21660 【주문날짜】 4.25 【상품이미지】 【주문날짜 보이게 주문내역첨부】 【주문리뷰+쇼핑팁】 저도...,0.6595,negative,neutral,2,2026-04-28 16:59:10
네이버스토어에서 마뗑킴 기본티 샀어요^^. 【쇼핑몰】 네이버스토어 【브랜드】 마뗑킴 【제품명】 기본티셔츠 【할인코드】 화면에서 받으라는거 다 받음;; 【가격】 21660원 【주문날짜】 2026.04.25 【상품이미지】 【주문날짜 보이게 주문내역첨부】...,0.6368,negative,positive,1,2026-04-28 16:59:10
마뗑킴 티셔츠 오삿이요~!. 【쇼핑몰】 네이버 플러스 스토어 【브랜드】 마뗑킴 【상품명】 스몰 로고 3팩 티셔츠 세트 【가격】 216000 【할인코드】 【주문날짜】 4/25 【상품이미지】 【주문서이미지】 당일 주문 날짜가 보이도록 스크린샷...,0.5225,negative,positive,1,2026-04-28 16:59:10
마뗑킴 또 샀어용 가격 좋네영!. 【쇼핑몰】 ㄴㅇㅂ 【브랜드】 마뗑킴 【상품명】 【가격】 22800 【할인코드】 【주문날짜】 4.25 【상품이미지】 【주문서이미지】 당일 주문 날짜가 보이도록 스크린샷 【주문리뷰】 어제 s사고 오늘 가격 좋아서 m...,0.564,negative,positive,1,2026-04-28 16:59:10
"네이버 마뗑킴 스몰 로고 3팩 티셔츠 세트 구매했어요.. 【쇼핑몰】 네이버쇼핑 【브랜드】 마뗑킴 【제품명】 스몰 로고 3팩 세트 【할인코드】 【가격】 37,310원 【주문날짜】 4.25. 【상품이미지】 【주문날짜 보이게 주문내역첨부】 【주문리뷰+쇼핑팁】 이너로 입기...",0.652,neutral,positive,1,2026-04-28 16:59:10
마뗑킴 로고 스몰티셔츠 저도 샀어요. 【쇼핑몰】 네이버 【브랜드】 마뗑킴 【상품명】 마틴 스몰 로고 티셔츠 【가격】 38000 【할인코드】 【주문날짜】 4.25 【상품이미지】 【주문서이미지】 당일 주문 날짜가 보이도록 스크린샷 【주문리뷰】...,0.5586,neutral,positive,1,2026-04-28 16:59:10
마뗑킴 마틴 스몰 로고 3팩. 【쇼핑몰】 네이버스토어 【브랜드】 마뗑킴 【제품명】 마틴 로고 스몰 3팩 티셔츠 【할인코드】 【가격】 38000 【주문날짜】 4.25 【상품이미지】 【주문날짜 보이게 주문내역첨부】 【주문리뷰+쇼핑팁】 후기가...,0.5594,neutral,positive,1,2026-04-28 16:59:10
"아기용품, 여성용가방, 골프파우치등 정리합니다:). 500링깃 마뗑킴 가방 30링깃 갈색가방 10링깃 골프가방 타이틀리스트 100링깃 베이지 가방 20링깃 베이지가방2 . 20링깃 보스톤백 30링깃 디스커버리 모자 20링깃 작성글 예전꺼 보시면 더 많은 물건들 있습니다! 쿨거래 시...",0.4248,positive,neutral,2,2026-04-28 16:59:10
26.3월 구매 상태 매우최상) 마뗑킴 숄더 겸 크로스백 차콜 MK2600BG052VCH. 5 장 이미지 더보기 〉 상품 정보 26.3월 구매 상태 매우최상) 마뗑킴 숄더 겸 크로스백 차콜 MK2600BG052VCH... 상세 -마뗑킴 리벳포인트 사이드포켓 디테일 레더 숄더백 차콜 MK2600BG052VCH -사이즈 및 디테일 사항 사진...,0.5359,neutral,neutral,2,2026-04-28 16:59:10
마뗑킴 지갑. 마뗑킴 지갑 PUFF QUILT WALLET IN IVORY 새 제품이고 지금 마뗑킴 공홈 품절임 제품 입니다. 판매자: cooooooo 구매 가능한가요? 궁금한 사항은 후루츠패밀리 앱을 통해 해당 '판매자'에게 문의해주세요. 상품의 구매...,0.4751,neutral,neutral,2,2026-04-28 16:59:10
"마뗑킴지갑 저렴하게 사는 방법!. 마뗑킴지갑 할인받고 구매하기 마뗑킴(Maint Kim)은 프랑스의 유명한 패션 브랜드로, 주로 가방, 지갑, 액세서리 등을 제작하고 있습니다. 마뗑킴의 지갑은 세련된 디자인과 높은 품질의 소재로 유명하며, 기능성과 스타일을...",0.5763,neutral,neutral,2,2026-04-28 16:59:10
[[당일발송] 마뗑킴 로고 자카드 숏 비니 MATIN KIM LOGO JACQUARD SHORT BEANIE + GRAD 정품보증택] 올 가.... [당일발송] 마뗑킴 로고 자카드 숏 비니 MATIN KIM LOGO JACQUARD SHORT BEANIE + GRAD 정품보증택**입니다. 다들 칭찬한 이유를 지금부터 확인해봐요! 상품 링크로 연결됩니다 [당일발송] 마뗑킴 로고 자카드 숏 비니 MATIN KIM LOGO...,0.66,negative,neutral,2,2026-04-28 16:59:10
"마뗑킴 크링클 셔츠 블라우스. 1 장 이미지 더보기 〉 상품 정보 마뗑킴 크링클 셔츠 블라우스 70,000원 시세조회 결제 혜택 N KB국민카드... 상세 마뗑킴 크링클 셔츠 자켓 블라우스 사이즈S (55반~66반) 투웨이스타일 택채 그대로있어요 우체국택포...",0.652,negative,neutral,2,2026-04-28 16:59:10
븅신,0.5125,positive,negative,0,2026-04-28 16:59:17
잘 어울 려요 😊❤❤❤,0.5149,negative,positive,1,2026-04-28 16:59:17
ㅂㅅ같네....,0.6078,negative,negative,0,2026-04-28 16:59:17
남자 별로에요,0.4418,neutral,negative,0,2026-04-28 16:59:17
돈없는 게이같아요,0.5165,positive,negative,0,2026-04-28 16:59:17
재밌어영,0.5125,positive,neutral,2,2026-04-28 16:59:17
급식왕 광자다❤❤❤🎉🎉🎉,0.5165,positive,positive,1,2026-04-28 16:59:17
아니 마지막에 비둘기같애 ㅋㅋㅋ,0.521,negative,neutral,2,2026-04-28 16:59:17
다시 나타나셧네용,0.5165,positive,neutral,2,2026-04-28 16:59:17
얼굴쩐다,0.5125,positive,positive,1,2026-04-28 16:59:17
거지들만가겠누 ㅎ,0.5165,positive,negative,0,2026-04-28 16:59:17
여ㅕ전히 귀여웤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.5165,positive,positive,1,2026-04-28 16:59:17
저기 저희 집 앞이에요! 너무 반갑네요!,0.5804,positive,neutral,2,2026-04-28 16:59:17
광자진짜 찐따같음ㅋㅋㅋㅋ,0.5165,positive,negative,0,2026-04-28 16:59:17
게이로 유명한분인가,0.5165,positive,neutral,2,2026-04-28 16:59:17
ㅋㅋ제니보고 자랑하는게 킬링포인ㅋ틐ㅋㅋ,0.5138,negative,neutral,2,2026-04-28 16:59:17
왜 우리동네와서 설치냐고,0.5167,negative,negative,0,2026-04-28 16:59:17
공장에서 찍어내는게 명품일까...,0.6772,negative,negative,0,2026-04-28 16:59:17
이사람 너무 매력잇음ㅋㅋ,0.5138,negative,positive,1,2026-04-28 16:59:17
비호감의 끝판왕,0.5165,positive,negative,0,2026-04-28 16:59:17
저거 ㅋㅋ 중고사이트에 8만~10만에 올리던데 ㅋㅋ 참 사람들 심보;,0.6025,negative,negative,0,2026-04-28 16:59:17
귀엽다 ㅋㅋㅋ,0.5165,positive,positive,1,2026-04-28 16:59:17
끄지라,0.5125,positive,negative,0,2026-04-28 16:59:17
"옛날엔 걍 봤는데 나이들고나서도
컨셉 저러니까 진짜 정신적으로 아픈사람같음",0.5573,positive,negative,0,2026-04-28 16:59:17
2000원짜리 가죽지갑에 샤넬만붙이면 그게 뭔소용이냐구ㅋㅋ,0.5319,negative,negative,0,2026-04-28 16:59:17
이분 이름 장광남이었나,0.5138,negative,neutral,2,2026-04-28 16:59:17
털이없는 무스탕,0.5165,positive,neutral,2,2026-04-28 16:59:17
ㅂㅅ,0.5125,positive,negative,0,2026-04-28 16:59:17
입만 안열면 의사같이 생겼음 ㅋ,0.5319,negative,neutral,2,2026-04-28 16:59:17
자존심을 팔고 샤넬지갑하나 얻었네,0.521,negative,negative,0,2026-04-28 16:59:17
게이임?? 카메라맨이랑 커플인듯,0.599,negative,negative,0,2026-04-28 16:59:17
븅신,0.5125,positive,negative,0,2026-04-28 16:59:17
진짜 재미없네,0.5317,negative,negative,0,2026-04-28 16:59:17
ucc감성,0.5125,positive,neutral,2,2026-04-28 16:59:17
저거 얼마한다고ㅋㅋ,0.5165,positive,negative,0,2026-04-28 16:59:17
ㅋㅋㅋㅋㅋ,0.5125,positive,neutral,2,2026-04-28 16:59:17
맙소사,0.5125,positive,neutral,2,2026-04-28 16:59:17
"내가 좋아하는 광자님
또 웃게되네요",0.4026,negative,neutral,2,2026-04-28 16:59:17
광자야 취업이나해라,0.5165,positive,positive,1,2026-04-28 16:59:17
"광자님은 샤넬 없으셔도 됩니다.
광자님 자체가 샤넬..❤",0.6779,negative,positive,1,2026-04-28 16:59:17
샤넬한다? 😂,0.4148,neutral,neutral,2,2026-04-28 16:59:17
궁금은했는데 예약해보진않은 1인의 궁금증을 풀어주심😂😂😂😂😂😂😂,0.5319,negative,neutral,2,2026-04-28 16:59:17
반지 보러가신거 맞네요  사는게 아니고 ㅋㅋ,0.5543,negative,neutral,2,2026-04-28 16:59:17
진짜어쩜이리빈티나는연기를잘하나요ㅋㅋ,0.5125,positive,neutral,2,2026-04-28 16:59:17
부끄러😂,0.5125,positive,neutral,2,2026-04-28 16:59:17
잘생겼다,0.5125,positive,positive,1,2026-04-28 16:59:17
화이팅,0.5125,positive,positive,1,2026-04-28 16:59:17
ㅋㅋㅋ 샤넬안해도 멋져여,0.5138,negative,neutral,2,2026-04-28 16:59:17
드디어 강남간 광자 ㅋㅋ,0.521,negative,neutral,2,2026-04-28 16:59:17
누가무스탕입어 전번내나,0.5165,positive,neutral,2,2026-04-28 16:59:17
"아구~~~~~
귀여워~~~~~~~ㅋㅋㅋ ❤❤❤
😁😁😁😁😁😄😄😄😄😄",0.5995,positive,neutral,2,2026-04-28 16:59:17
"쩌기요, 공짜 좋아하면 머된다카던데요???? 😂😂😂",0.4882,neutral,neutral,2,2026-04-28 16:59:17
ㅋㅋㅋ개웃겨 광자,0.5165,positive,neutral,2,2026-04-28 16:59:17
오 지갑 예쁘네욥 ㅋㅋㅋ 근데 진짜 엠버서더 인가봐요??ㅋㅋㅋㅋ,0.5439,negative,neutral,2,2026-04-28 16:59:17
그래도 샤넬이여서 갖고 싶ㄷ 항상 힘내시고 화이팅 하세요,0.5356,negative,positive,1,2026-04-28 16:59:17
마뗑킴 인스타그램 아이브 리즈.ver. 260428 여름냥이,0.5493,negative,neutral,2,2026-04-28 16:59:22
마뗑킴 아이브 리즈. 2026.04.28,0.5317,negative,neutral,2,2026-04-28 16:59:22
[셀럽 패션] 아이브 리즈 이자카야에서 뭐야 마뗑킴 니트.... #아이브 #리즈 #아이브리즈 #리즈패션 #리즈사복 #마뗑킴 #MatinKim #니트코디 #루즈핏니트 #여자니트 #데일리룩 #꾸안꾸코디 #여친룩 #감성코디 #인스타패션 #연예인패션 #셀럽코디 #가을코디 #봄니트...,0.5775,neutral,neutral,2,2026-04-28 16:59:22
바비인형이 살아 돌아왔나…아이브 리즈 요즘 비주얼 어떻게.... 헤어 스타일을 바꿀 때마다 새로운 분위기가 나오는데 매번 더 예뻐 보인다는 게 리즈 비주얼의 진짜 무서운 점이에요. 마뗑킴은 아이브 리즈를 2026년 SS 시즌 앰배서더로 선정했어요. 공개된 화보 속...,0.6332,neutral,neutral,2,2026-04-28 16:59:22
마뗑킴 아이브 리즈 4p. 포니테일 김지원,0.5361,negative,neutral,2,2026-04-28 16:59:22
마뗑킴 인스타그램 아이브 리즈 2p. 포니테일 김지원,0.578,negative,neutral,2,2026-04-28 16:59:22
마뗑킴 아이브 리즈. 2026.74.22,0.5709,negative,neutral,2,2026-04-28 16:59:22
마뗑킴 아이브 리즈 3p. 마뗑킴으로 여름준비하자냥,0.5361,negative,neutral,2,2026-04-28 16:59:22
260420 아이브 리즈 티셔츠... 가디건 마뗑킴 반팔 인스타.... 리즈사복패션 #리즈착장정보 아이브 리즈가 모델인 마뗑킴! 이 날 라이브에서도 같은 착장으로 레이와 함께 라방 진행했었음! 핑크 바지는 디스트로이드 되어있는 찢어진 포인트가 너무...,0.6189,negative,neutral,2,2026-04-28 16:59:22
마뗑킴 김다인 대표 브랜드 가방 바람막이 추천 및 성수 매장.... 아이브 이안님이 착용해서 더욱 유명해진 제품이에요. 밝은 데님 소재라 봄이나 여름에 가볍게 걸쳐주기만 해도 포인트가 되고 가격대도 합리적이라 입문용으로 딱이죠. 수납력과 감성을 모두 챙긴 마뗑킴 가방...,0.4896,negative,positive,1,2026-04-28 16:59:22
마뗑킴 아이브 리즈 2p. 여름은 마뗑킴,0.5361,negative,neutral,2,2026-04-28 16:59:22
"마뗑킴 커브 지퍼 바게트백 블랙 내돈내산 후기!(착샷있음). 오늘은 여름맞이 숄더백 구매 후기에요^^ 마뗑킴 커브 지퍼 바게트백 블랙!!!!!!! 여름만되면 숄더백에... ,,,, 주저리주저리… 여름이라서 숄더백 하나 샀다는 저의 핑계입니다~~~~~ 얼마 전에 백화점 갔다가 마뗑킴...",0.6177,negative,positive,1,2026-04-28 16:59:36
마뗑킴 인스타그램 아이브 리즈.ver. 260428 여름냥이,0.5493,negative,neutral,2,2026-04-28 16:59:36
마뗑킴 아이브 리즈. 2026.04.28,0.5317,negative,neutral,2,2026-04-28 16:59:36
뷔스티에 프릴 베이지 그린 마뗑킴 볼캡 그레이 블루 옷 착장 정보. 트리플에스 #코토네 #트리플에스코토네 #코토네공항패션 #코토네체크원피스 #코토네체크나시블라우스 #코토네체크뷔스티에 #뷔스티에나시원피스 #마뗑킴 #코토네볼캡 #코토네마뗑킴볼캡,0.5974,negative,neutral,2,2026-04-28 16:59:36
마뗑킴 가방 지갑 매장에서 구경 및 추천 | 여주 아울렛.... 마뗑킴 매장 우리나라에 이 디자이너 브랜드 모르는 사람 거의 없을 것 같은데요. 마뗑킴 Matin Kim! 매장에 가서 직접 둘러보고 들어 본 마뗑킴 가방 그리고 지갑 궁금하시다면 아래로 고고 제가 방문했던 매장은...,0.4255,neutral,positive,1,2026-04-28 16:59:36
키작녀 봄 슬랙스 코디 | 비율 좋아 보이는 데일리룩. 와이드 슬랙스지만 핏이 과하지 않아서 부담 없이 데일리로 입기 좋은 느낌이에요 이 슬랙스 바지 진짜로다가 색감 깡패 핏 깡패임 함께 코디한 가방은 (데일리룩에 자주 등장하는) '마뗑킴 아코디언 미니백...,0.553,negative,positive,1,2026-04-28 16:59:36
25.12.10 그 이후. 얼마 전에 꿈에 오빠가 나왔다 꿈에서 그 여자에게 받은 마뗑킴 가방을 들고나와 만났는데 별로 행복하거나 푸근하거나 좋진 않았다 뭔가 미래를 잠시 찍어 맛본 그런 느낌의 꿈이었다. 역시 나의 예상이 맞는...,0.6231,neutral,neutral,2,2026-04-28 16:59:36
"마뗑킴 BACK LOGO ESSENTIAL HOODY ZIP UP 40%할인 정보.... 이번에 본 마뗑킴 후드집업은 블랙 컬러 특유의 안정감과 데일리한 분위기가 잘 살아 있어서, 유행을... 이런 점 때문에 마뗑킴 후드집업은 단순한 기본템이라기보다, 은근히 스타일의 완성도를 올려주는...",0.5287,neutral,positive,1,2026-04-28 16:59:36
[뒷스패치] 최강희 루에브르 가방부터 분크 백팩까지 30대.... 힙한 감성 가득한 마뗑킴 버클 스트랩 숄더백의 매력 조금 더 힙하고 개성 있는 스타일을 원하신다면 마뗑킴의 버클 스트랩 숄더백을 눈여겨보시길 바라요. 투박한 듯 세련된 은색 버클 포인트가 스트랩을...,0.5827,negative,positive,1,2026-04-28 16:59:36
[2월의 일상:2월23일 생일 기념]_콘피에르 셀렉션 스타필드.... 굿굿 마뗑킴 그리고! 남자친구가 지갑을 선물로 줬어욥!! 음하하 제가 항상 카드 지갑에 카드를 빵빵하게 가득 들고 다녀서... 보다못한 남자친구가 선물로 지갑을 줬어욥 그리고 지금까지 찍은 제 사진들도 다...,0.5119,neutral,positive,1,2026-04-28 16:59:36
을지로 맛집 밥집 추천 :: 팔팔너구리해장 을지로3가역점 후기. 시즈니 모임에 포카샷 놓칠 수 없죠~ 제노야 해찬아~ 제노 도쿄 마뗑킴 갔던데 성수 마뗑킴은 안해주니...? 만두가 주문한 얼큰해장국~~ 고기가 듬뿍 들어가있구요. 신라면 정도의 맵기라고 되어있었는데...,0.6366,negative,neutral,2,2026-04-28 16:59:36
"월세 1억/1300만원 한남동 집 사는 재테크 고수인 몸짱.... 감탄한 ‘마뗑킴’ 김다인 대표, 전현무 놓친 그 집까지 #소유 #씨스타 #한남동 #연예인집 #월세1300 #재테크 #연예인라이프 #부동산 #아이돌근황 #이창섭 #연예이슈 #현실연애관 #투자 #연예뉴스 #핫이슈",0.5913,negative,neutral,2,2026-04-28 16:59:36
